att_id,candidate_cwe,score,rationale,feature_scores
T1087,CWE-645,0.2645,boost_common_term:account,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.09431703647874987, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.056074766355140186}"
T1087,CWE-198,0.1552,boost_common_term:account,"{""title_sim"": 0.29787234042553196, ""desc_sim"": 0.04042727377166848, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018518518518518517}"
T1087,CWE-284,0.1530,,"{""title_sim"": 0.5, ""desc_sim"": 0.009957988478860196, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1090,CWE-441,0.4066,boost_common_term:proxy,"{""title_sim"": 1.0, ""desc_sim"": 0.14322526867266056, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06796116504854369}"
T1090,CWE-114,0.1097,,"{""title_sim"": 0.3, ""desc_sim"": 0.043579545416665554, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03333333333333333}"
T1090,CWE-1104,0.1094,boost_common_term:proxy,"{""title_sim"": 0.12765957446808515, ""desc_sim"": 0.04783235715824353, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.033707865168539325}"
T1059,CWE-644,0.2094,boost_common_term:scripting,"{""title_sim"": 0.4731182795698925, ""desc_sim"": 0.04223546910068589, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024}"
T1059,CWE-88,0.2054,boost_common_term:command,"{""title_sim"": 0.45217391304347826, ""desc_sim"": 0.06072664616057797, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007751937984496124}"
T1059,CWE-146,0.1993,boost_common_term:command,"{""title_sim"": 0.44943820224719105, ""desc_sim"": 0.043208107783241564, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007633587786259542}"
T1204.005,CWE-506,0.3355,boost_common_term:malicious;boost_subtech_title_match,"{""title_sim"": 0.6923076923076923, ""desc_sim"": 0.1354036608633529, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1204.005,CWE-508,0.3285,boost_common_term:malicious;boost_subtech_title_match,"{""title_sim"": 0.6923076923076923, ""desc_sim"": 0.11455714357050809, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1204.005,CWE-509,0.3264,boost_common_term:malicious;boost_subtech_title_match,"{""title_sim"": 0.6923076923076923, ""desc_sim"": 0.115235061228785, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020833333333333332}"
T1562.006,CWE-1322,0.2431,boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.0761613203935152, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028089887640449437}"
T1562.006,CWE-584,0.1988,,"{""title_sim"": 0.5777777777777778, ""desc_sim"": 0.07750315253214053, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011299435028248588}"
T1562.006,CWE-483,0.1977,,"{""title_sim"": 0.5652173913043478, ""desc_sim"": 0.07440887754419455, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028901734104046242}"
T1136.002,CWE-645,0.3153,boost_common_term:account;boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.079441181071609, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05714285714285714}"
T1136.002,CWE-830,0.1782,boost_common_term:domain,"{""title_sim"": 0.26086956521739124, ""desc_sim"": 0.13622744409179965, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.045454545454545456}"
T1136.002,CWE-618,0.1632,boost_common_term:domain,"{""title_sim"": 0.2790697674418605, ""desc_sim"": 0.07834465604033192, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029850746268656716}"
T1564.014,CWE-915,0.3278,boost_common_term:attributes;boost_subtech_title_match,"{""title_sim"": 0.689655172413793, ""desc_sim"": 0.11779038881118421, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027972027972027972}"
T1564.014,CWE-82,0.3272,boost_common_term:attributes;boost_subtech_title_match,"{""title_sim"": 0.689655172413793, ""desc_sim"": 0.1150497902927539, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028985507246376812}"
T1564.014,CWE-1321,0.3254,boost_common_term:attributes;boost_subtech_title_match,"{""title_sim"": 0.689655172413793, ""desc_sim"": 0.1140503492822258, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02142857142857143}"
T1589.003,CWE-67,0.1757,,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.04589071041102518, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02040816326530612}"
T1589.003,CWE-41,0.1693,boost_common_term:names,"{""title_sim"": 0.339622641509434, ""desc_sim"": 0.05062581982307368, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01098901098901099}"
T1589.003,CWE-66,0.1691,,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.029991861524253344, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011235955056179775}"
T1677,CWE-1423,0.2131,boost_common_term:execution,"{""title_sim"": 0.5, ""desc_sim"": 0.028001842366928938, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023391812865497075}"
T1677,CWE-1342,0.2126,boost_common_term:execution,"{""title_sim"": 0.5, ""desc_sim"": 0.029791146014475814, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018072289156626505}"
T1677,CWE-624,0.1899,boost_common_term:execution,"{""title_sim"": 0.41935483870967744, ""desc_sim"": 0.031166410153065545, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023952095808383235}"
T1482,CWE-501,0.2006,,"{""title_sim"": 0.6086956521739131, ""desc_sim"": 0.051816869513700216, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012195121951219513}"
T1482,CWE-296,0.1867,boost_common_term:trust,"{""title_sim"": 0.3703703703703704, ""desc_sim"": 0.06314553937793198, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03333333333333333}"
T1482,CWE-830,0.1812,boost_common_term:domain,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.12945615657131154, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03333333333333333}"
T1558.001,CWE-459,0.1418,,"{""title_sim"": 0.4516129032258065, ""desc_sim"": 0.013451082964744968, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1558.001,CWE-561,0.1405,,"{""title_sim"": 0.45454545454545453, ""desc_sim"": 0.005597637032622192, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012345679012345678}"
T1558.001,CWE-1164,0.1377,,"{""title_sim"": 0.42857142857142855, ""desc_sim"": 0.01658545529193121, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020618556701030927}"
T1175,CWE-595,0.2434,boost_common_term:object,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.10409264844079939, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010752688172043012}"
T1175,CWE-1083,0.2257,boost_common_term:component,"{""title_sim"": 0.4946236559139785, ""desc_sim"": 0.06294107051629348, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.042105263157894736}"
T1175,CWE-437,0.2189,boost_common_term:model,"{""title_sim"": 0.45569620253164556, ""desc_sim"": 0.08706587977889385, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030456852791878174}"
T1020,CWE-1039,0.2610,boost_common_term:automated,"{""title_sim"": 0.5806451612903225, ""desc_sim"": 0.09444723740061602, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04225352112676056}"
T1020,CWE-1038,0.2062,,"{""title_sim"": 0.5925925925925926, ""desc_sim"": 0.08448120155583934, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015625}"
T1020,CWE-272,0.1600,,"{""title_sim"": 0.46808510638297873, ""desc_sim"": 0.0399772308843798, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03773584905660377}"
T1592.004,CWE-602,0.2011,boost_common_term:client,"{""title_sim"": 0.411764705882353, ""desc_sim"": 0.07460108563789761, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02586206896551724}"
T1592.004,CWE-603,0.2010,boost_common_term:client,"{""title_sim"": 0.3703703703703704, ""desc_sim"": 0.11085999542942294, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03305785123966942}"
T1592.004,CWE-523,0.1746,boost_common_term:client,"{""title_sim"": 0.3508771929824562, ""desc_sim"": 0.05337726802811423, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01652892561983471}"
T1562.007,CWE-1312,0.2104,boost_common_term:firewall,"{""title_sim"": 0.40816326530612246, ""desc_sim"": 0.11037728644403214, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024193548387096774}"
T1562.007,CWE-455,0.1905,boost_common_term:modify,"{""title_sim"": 0.4, ""desc_sim"": 0.044775872245217556, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03546099290780142}"
T1562.007,CWE-1209,0.1885,,"{""title_sim"": 0.53125, ""desc_sim"": 0.05402617589502034, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06474820143884892}"
T1219.001,CWE-468,0.1379,,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.03348158693218191, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007462686567164179}"
T1219.001,CWE-385,0.1366,,"{""title_sim"": 0.411764705882353, ""desc_sim"": 0.024063230922599477, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029197080291970802}"
T1219.001,CWE-443,0.1313,,"{""title_sim"": 0.41666666666666663, ""desc_sim"": 0.01573660610111273, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.008}"
T1036.002,CWE-1234,0.1768,,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.0503412020800708, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.008695652173913044}"
T1036.002,CWE-341,0.1339,,"{""title_sim"": 0.4, ""desc_sim"": 0.029831947533780642, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02459016393442623}"
T1036.002,CWE-314,0.1300,,"{""title_sim"": 0.4, ""desc_sim"": 0.0333440641171882, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1588.001,CWE-512,0.1808,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.015294927928425635, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024096385542168676}"
T1588.001,CWE-682,0.1179,,"{""title_sim"": 0.3571428571428571, ""desc_sim"": 0.016874748750605552, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02857142857142857}"
T1588.001,CWE-415,0.1167,,"{""title_sim"": 0.33333333333333326, ""desc_sim"": 0.0453054884858853, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015625}"
T1027.017,CWE-339,0.1135,,"{""title_sim"": 0.3783783783783784, ""desc_sim"": 0.0, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1027.017,CWE-779,0.1110,,"{""title_sim"": 0.31578947368421056, ""desc_sim"": 0.04103498974810273, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0196078431372549}"
T1027.017,CWE-778,0.1096,,"{""title_sim"": 0.36363636363636365, ""desc_sim"": 0.001650310194820198, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1542.002,CWE-1277,0.3534,boost_common_term:firmware;boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.2538436480047132, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06329113924050633}"
T1542.002,CWE-1357,0.3218,boost_common_term:component;boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.09757973658385921, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0625}"
T1542.002,CWE-1083,0.3152,boost_common_term:component;boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.07754634358637263, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05952380952380952}"
T1070,CWE-1301,0.2696,boost_common_term:removal,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.12012763974292917, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043010752688172046}"
T1070,CWE-14,0.2033,,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.09437309251376189, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1070,CWE-212,0.2017,,"{""title_sim"": 0.5833333333333334, ""desc_sim"": 0.07543470657376812, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020202020202020204}"
T1048.001,CWE-1420,0.1998,boost_common_term:over,"{""title_sim"": 0.4070796460176991, ""desc_sim"": 0.06173071098399825, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04597701149425287}"
T1048.001,CWE-757,0.1982,boost_common_term:protocol,"{""title_sim"": 0.33846153846153837, ""desc_sim"": 0.09223781990756447, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.09473684210526316}"
T1048.001,CWE-329,0.1978,boost_common_term:encrypted,"{""title_sim"": 0.3789473684210526, ""desc_sim"": 0.09250474668751502, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031578947368421054}"
T1137.001,CWE-1336,0.2761,boost_common_term:template,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.18359473019036193, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05517241379310345}"
T1137.001,CWE-1041,0.1762,boost_common_term:macros,"{""title_sim"": 0.32558139534883723, ""desc_sim"": 0.08035353863250574, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022222222222222223}"
T1137.001,CWE-351,0.1515,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.019765871991853458, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021897810218978103}"
T1583.003,CWE-1087,0.2279,boost_common_term:virtual,"{""title_sim"": 0.48275862068965514, ""desc_sim"": 0.09345645396622612, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02531645569620253}"
T1583.003,CWE-66,0.2239,boost_common_term:virtual,"{""title_sim"": 0.48275862068965514, ""desc_sim"": 0.06695417787121964, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0449438202247191}"
T1583.003,CWE-767,0.2170,boost_common_term:private,"{""title_sim"": 0.48275862068965514, ""desc_sim"": 0.05675142074299941, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1213.001,CWE-114,0.1522,,"{""title_sim"": 0.48, ""desc_sim"": 0.01815672452715196, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013888888888888888}"
T1213.001,CWE-1116,0.1420,,"{""title_sim"": 0.41379310344827586, ""desc_sim"": 0.04054644452631938, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02857142857142857}"
T1213.001,CWE-540,0.1400,,"{""title_sim"": 0.30508474576271183, ""desc_sim"": 0.11197411730006998, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07462686567164178}"
T1550.003,CWE-521,0.1642,,"{""title_sim"": 0.4878048780487805, ""desc_sim"": 0.04356415160535125, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023809523809523808}"
T1550.003,CWE-256,0.1627,,"{""title_sim"": 0.4782608695652174, ""desc_sim"": 0.04697843043606838, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025423728813559324}"
T1550.003,CWE-328,0.1619,,"{""title_sim"": 0.3870967741935484, ""desc_sim"": 0.1335240896487393, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028368794326241134}"
T1609,CWE-146,0.2099,boost_common_term:command,"{""title_sim"": 0.45454545454545453, ""desc_sim"": 0.04978094768622346, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04285714285714286}"
T1609,CWE-88,0.2039,boost_common_term:command,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.06269134754187589, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04411764705882353}"
T1609,CWE-216,0.1992,boost_common_term:container,"{""title_sim"": 0.3703703703703704, ""desc_sim"": 0.10990644621384714, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1083,CWE-379,0.2903,"boost_common_term:directory,file","{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.11321553046863199, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031914893617021274}"
T1083,CWE-553,0.2549,boost_common_term:file,"{""title_sim"": 0.5, ""desc_sim"": 0.13984673984216914, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06451612903225806}"
T1083,CWE-538,0.2416,,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.10294739274925872, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.053763440860215055}"
T1568,CWE-350,0.3143,boost_common_term:resolution,"{""title_sim"": 0.7142857142857143, ""desc_sim"": 0.14218594724368347, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1568,CWE-41,0.2349,,"{""title_sim"": 0.7142857142857143, ""desc_sim"": 0.06092397914581798, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1568,CWE-59,0.2334,,"{""title_sim"": 0.7142857142857143, ""desc_sim"": 0.05539408210543631, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012345679012345678}"
T1036.004,CWE-1109,0.2041,boost_common_term:task,"{""title_sim"": 0.411764705882353, ""desc_sim"": 0.08368815483320025, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0273972602739726}"
T1036.004,CWE-651,0.1955,boost_common_term:service,"{""title_sim"": 0.35, ""desc_sim"": 0.09321181125689994, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0625}"
T1036.004,CWE-67,0.1916,boost_common_term:service,"{""title_sim"": 0.3283582089552239, ""desc_sim"": 0.10333490075688373, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.060240963855421686}"
T1055.004,CWE-683,0.2027,boost_common_term:procedure,"{""title_sim"": 0.4324324324324324, ""desc_sim"": 0.055432903842930224, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031746031746031744}"
T1055.004,CWE-685,0.1991,boost_common_term:procedure,"{""title_sim"": 0.42666666666666664, ""desc_sim"": 0.044628920202755384, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.038461538461538464}"
T1055.004,CWE-687,0.1983,boost_common_term:procedure,"{""title_sim"": 0.4146341463414634, ""desc_sim"": 0.048362058038791934, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046875}"
T1020.001,CWE-406,0.2036,boost_common_term:traffic,"{""title_sim"": 0.3370786516853933, ""desc_sim"": 0.15780900307978668, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02586206896551724}"
T1020.001,CWE-294,0.2008,boost_common_term:traffic,"{""title_sim"": 0.3793103448275862, ""desc_sim"": 0.10101773851114015, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03361344537815126}"
T1020.001,CWE-1061,0.1691,,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.019507552524684443, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016}"
T1138,CWE-1065,0.2882,boost_common_term:application,"{""title_sim"": 0.7096774193548387, ""desc_sim"": 0.0763921007827901, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011976047904191617}"
T1138,CWE-926,0.2837,boost_common_term:application,"{""title_sim"": 0.7096774193548387, ""desc_sim"": 0.04928459976525703, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030303030303030304}"
T1138,CWE-558,0.2299,,"{""title_sim"": 0.7096774193548387, ""desc_sim"": 0.052491762244433485, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006172839506172839}"
T1647,CWE-473,0.2827,boost_common_term:modification,"{""title_sim"": 0.6857142857142857, ""desc_sim"": 0.06372607592951104, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03937007874015748}"
T1647,CWE-260,0.2492,boost_common_term:file,"{""title_sim"": 0.6037735849056604, ""desc_sim"": 0.04340349119178284, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025423728813559324}"
T1647,CWE-455,0.2360,boost_common_term:file,"{""title_sim"": 0.5357142857142857, ""desc_sim"": 0.055188370938810995, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1127.003,CWE-506,0.1068,,"{""title_sim"": 0.2666666666666667, ""desc_sim"": 0.0671442730785181, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03333333333333333}"
T1127.003,CWE-106,0.1002,,"{""title_sim"": 0.2790697674418605, ""desc_sim"": 0.026889598995409648, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04225352112676056}"
T1127.003,CWE-360,0.0965,,"{""title_sim"": 0.2424242424242425, ""desc_sim"": 0.057010025909878054, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03333333333333333}"
T1546.009,CWE-617,0.1391,,"{""title_sim"": 0.32258064516129037, ""desc_sim"": 0.10216975599929862, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05813953488372093}"
T1546.009,CWE-667,0.1332,,"{""title_sim"": 0.42857142857142855, ""desc_sim"": 0.015432917718602567, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1546.009,CWE-416,0.1279,,"{""title_sim"": 0.3846153846153846, ""desc_sim"": 0.029042949034295235, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01904761904761905}"
